Question,Answer,qtype
[PubMed] hypertension treatment guidelines [29],"Conflict of interest statement: Conflict of interest: J. Wacker reports support 
for the present manuscript from AOP Orphan Pharmaceuticals GmbH. R. Joye reports 
support for the present manuscript from AOP Orphan Pharmaceuticals GmbH. M. 
Beghetti reports support for the present manuscript from AOP Orphan 
Pharmaceuticals GmbH; grants from Actelion/Janssen; consultancy fees from 
Actelion/Janssen, Bayer, Gossamer, Merck, Altavant and AOP Orphan 
Pharmaceuticals GmbH; payment or honoraria for lectures, presentations, 
speakers’ bureaus, manuscript writing or educational events for 
Actelion/Janssen; support received for attending meetings from Actelion/Janssen; 
and participation on a Data Safety Monitoring Board or Advisory Board for Merck, 
GSK and AOP Orphan Pharmaceuticals GmbH.",Research
[PubMed] hypertension treatment guidelines [30],"7. Curr Hypertens Rev. 2026 Mar 24. doi: 10.2174/0115734021424078251219091427. 
Online ahead of print.",Research
[PubMed] hypertension treatment guidelines [31],"Koracevic G(1)(2), Stojanovic M(2)(3), Tomasevic M(4)(5), Zdravkovic M(6)(7), 
Lovic D(8)(9), Otasevic S(2)(10), Simic D(4)(7), Kostic T(1)(2), Dakic S(1)(2).",Research
[PubMed] hypertension treatment guidelines [32],"Author information:
(1)Department for Cardiovascular Diseases, Clinical Center Nis, Niš, Serbia.
(2)Faculty of Medicine, University of Nis, Niš, Serbia.
(3)Department for Cardiovascular Diseases, Institute for Treatment and 
Rehabilitation Niska Banja.
(4)Department for Cardiovascular Disease, University Clinical Center of Serbia, 
Belgrade, Serbia.
(5)Faculty of Medical Sciences, University of Kragujevac, Kragujevac, Serbia.
(6)Department for Cardiovascular Diseases, University Hospital Medical Center 
Bezanijska Kosa, Belgrade, Serbia.
(7)Faculty of Medicine, University of Belgrade, Belgrade, Serbia.
(8)Department for Cardiovascular Diseases, Clinic for Internal Diseases Inter 
Medica, Nis, Serbia.
(9)Singidunum University, School of Medicine, Belgrade, Serbia.
(10)Public Health Institute Niš, Niš, Serbia.",Research
[PubMed] hypertension treatment guidelines [33],"It is widely recognized that not only high blood pressure (BP) but also 
increased resting heart rate (RHR) impairs prognosis in patients with arterial 
hypertension (HTN). This study aims to answer 5 questions regarding the 
guidelines on HTN: 1. 'Is the significance of high RHR in HTN acknowledged?'; 2. 
'Is there a recommendation to decrease RHR in chronic antihypertensive 
treatment?'; 3. 'Which antihypertensive medication is preferred to diminish high 
RHR in HTN patients?' 4. 'What is the treatment threshold value of RHR in 
patients with HTN?' and 5. 'Is there a recommendation for target RHR in chronic 
treatment of HTN?'. The significance of RHR and the treatment approach to it are 
scarcely mentioned in the key publi-cations-the guidelines on HTN-and there is 
no obvious firm argument to omit recommen-dations related to threshold and 
target RHR in HTN patients. On the contrary, there are at least five (major) 
reasons for addressing increased RHR in HTN guidelines. The vast majority of HTN 
guidelines do not acknowledge the significance of RHR elevation (as a 
cardiovascular risk factor). This discrepancy affects as much as 30-38% of the 
hypertensive population (that is, global > 1.28 billion adults - according to 
the World Health Organization). We highlight the need for improvement in the 
forthcoming guidelines that (in the current versions) do not explain the 
importance of RHR in HTN. Additional investigations are needed to confirm 
whether reducing high resting heart rate in HTN patients improves prognosis.",Research
[PubMed] hypertension treatment guidelines [34],"Özin B(1), Altun B(2), Cesur FM(3), Ardıç C(4), Arıcı M(2), Aydoğdu S(5), Aras 
S(6), Güler K(7), Değer SM(8), Sönmez A(3), Öztürk GZ(9), Özkan G(10), 
Çiçekçioğlu H(5), Bahat ÖE(11), Tükek T(7), Derici Ü(12), Şahin İ(13), Ulusoy 
Ş(14), Düzenli MA(15).",Research
[PubMed] hypertension treatment guidelines [35],"Author information:
(1)Department of Internal Medicine, Division of Cardiology, Başkent University 
Faculty of Medicine, Ankara, Türkiye.
(2)Department of Internal Medicine, Division of Nephrology, Hacettepe University 
Faculty of Medicine, Ankara, Türkiye.
(3)Endocrinology and Metabolism Diseases Clinic, Ankara Güven Hospital, Ankara, 
Türkiye.
(4)Department of Family Medicine, Recep Tayyip Erdoğan University Faculty of 
Medicine, Rize, Türkiye.
(5)Cardiology Clinic, Ankara Bilkent City Hospital, Ankara, Türkiye.
(6)Department of Internal Medicine, Geriatrics Division, Medipol University 
Faculty of Medicine, Istanbul, Türkiye.
(7)Department of Internal Medicine, Istanbul Faculty of Medicine, Istanbul 
University, Istanbul, Türkiye.
(8)Department of Internal Medicine, Division of Nephrology, Dokuz Eylül 
University Faculty of Medicine, İzmir, Türkiye.
(9)Department of Family Medicine, Health Sciences University Istanbul Şişli 
Hamidiye Etfal Health Application and Research Center, Türkiye.
(10)Department of Internal Medicine, Division of Nephrology, Faculty of 
Medicine, Namık Kemal University, Tekirdağ, Türkiye.
(11)Department of Internal Medicine, Division of Geriatrics, Istanbul Faculty of 
Medicine, Istanbul University, Istanbul, Türkiye.
(12)Department of Internal Medicine, Division of Nephrology, Gazi University 
Faculty of Medicine, Ankara, Türkiye.
(13)Endocrinology and Metabolism Diseases Clinic, Memorial Şişli Hospital, 
Istanbul, Türkiye; Department of Internal Medicine, Division of Endocrinology 
and Metabolism, Haliç University Faculty of Medicine, Türkiye.
(14)Department of Internal Medicine, Division of Nephrology, Karadeniz Technical 
University Faculty of Medicine, Trabzon, Türkiye.
(15)Department of Cardiology, Necmettin Erbakan University Faculty of Medicine, 
Department of Internal Medicine, Konya, Türkiye.",Research
[PubMed] hypertension treatment guidelines [36],"The Turkish Hypertension Consensus Report (THCR) was first published in 2015 and 
subsequently updated in 2019 to provide practical guidance for clinicians 
involved in the diagnosis and management of hypertension in outpatient clinical 
settings. The report was prepared as a joint initiative of the Turkish Society 
of Cardiology, the Turkish Society of Internal Medicine, the Turkish Society of 
Endocrinology and Metabolism, the Turkish Society of Nephrology, and the Turkish 
Society of Hypertension and Renal Diseases. In recent years, substantial changes 
have occurred in the definition and staging of hypertension, and various 
professional organizations have proposed different blood pressure thresholds and 
cardiovascular risk scoring systems in their guidelines. These developments 
necessitated a further update of the consensus report. In addition to the 
original five societies, the Turkish Academic Geriatrics Society and the Turkish 
Association of Family Physicians contributed to the preparation of the 2025 
update of the THCR. In the updated 2025 report, 'normal blood pressure' was 
defined as systolic blood pressure (SBP) <120 mmHg and diastolic blood pressure 
(DBP) <80 mmHg, based on measurements obtained in outpatient clinical settings. 
SBP values of 120-139 mmHg or DBP values of 80-89 mmHg were classified as 
'elevated blood pressure,' whereas SBP ≥140 mmHg or DBP ≥90 mmHg was defined as 
'hypertension.' Hypertension was categorized as Stage 1 (SBP 140-159 mmHg or DBP 
90-99 mmHg) and Stage 2 (SBP ≥160 mmHg or DBP ≥100 mmHg). In addition to office 
blood pressure measurements, the use of home and ambulatory blood pressure 
monitoring in the diagnosis of hypertension was emphasized. Laboratory 
investigations were updated and categorized into baseline tests and additional 
tests aimed at detecting target organ damage in hypertensive patients, and the 
diagnostic criteria for secondary hypertension were revised. Age- and 
frailty-based treatment threshold",Research
[PubMed] hypertension treatment guidelines [37],"Miklaszewska M(1)(2), Błasiak M(2)(3), Korohoda P(4), Jarosz-Wójcik E(1)(2), 
Zachwieja K(1)(2), Madej-Świątkowska K(2)(3), Drożdż D(1)(2).",Research
[PubMed] hypertension treatment guidelines [38],"Author information:
(1)Department of Pediatric Nephrology and Hypertension, Jagiellonian University 
Medical College, Cracow, Poland.
(2)Department of Pediatric Nephrology and Hypertension, University Children's 
Hospital, Cracow, Poland.
(3)Doctoral School of Medical and Health Sciences, Jagiellonian University 
Medical College, Cracow, Poland.
(4)Department of Electronics, Faculty of Computer Science, Electronics and 
Telecommunications, AGH University of Science and Technology, Cracow, Poland.",Research
[PubMed] hypertension treatment guidelines [39],"INTRODUCTION: Therapeutic plasma exchange (TPE) is a recognized treatment in 
pediatric immune-mediated and toxicological disorders, though evidence remains 
limited. This study assesses the safety and efficacy of TPE in children with 
non-neurological diseases treated at a tertiary hospital over 27 years. We 
focused on non-neurological indications to avoid excessive data heterogeneity.
METHODS: This retrospective analysis included 97 children (51 nephrological, 46 
non-nephrological), who underwent 380 TPE procedures between 1997 and 2023. 
Indications were categorized according to ASFA 2023 guidelines. Effectiveness 
was evaluated semi-quantitatively based on clinical and laboratory parameters up 
to 3 months post-treatment. Safety was assessed by incidence of adverse events 
(AEs), allergic AEs, and mortality.
RESULTS: The most common indication was thrombotic microangiopathy (TMA, 23.7%), 
followed by toxicological and hematological disorders. TPE was effective 
(complete or partial improvement) in 67% of patients; full recovery occurred in 
25.8%. In the nephrology group, eGFR increased 3.8-fold by 3 months post-TPE. 
However, immunosuppressive therapy was used 7.7 times more often in this group. 
The non-nephrological group had a higher mortality (26.1% vs 9.8%), mostly due 
to multiple organ failure. Intensive Care Unit admission and ASFA III 
indications significantly decreased survival odds. Fresh-frozen plasma (FFP) - 
based TPE was associated with significantly more AEs and interventions compared 
to TPE without FFP. Over time, FFP use declined, with 100% of TPEs in 2023 
performed without FFP.
CONCLUSION: TPE is a safe and effective therapy in selected pediatric 
non-neurological conditions when performed in specialized centers.",Research
[PubMed] hypertension treatment guidelines [40],"Conflict of interest statement: The authors declare that they have no known 
competing interests or personal relationships that could have appeared to in the 
work reported in this paper. The authors have no funding to disclose.",Research
[PubMed] hypertension treatment guidelines [41],"Therapeutic potential of 20-Hydroxyecdysone in pulmonary arterial hypertension: 
involvement of Mas receptor and PI3K-Akt pathway.",Research
[PubMed] hypertension treatment guidelines [42],"Lu T(#)(1)(2), Jia W(#)(1), Wang Y(1), Ma Y(1), Song C(1), Du F(2), Gao H(1), 
Jin X(3), Li H(4), Liu C(4), Jin H(5)(6), Lin Y(7).",Research
[PubMed] hypertension treatment guidelines [43],"Author information:
(1)Heilongjiang Provincial Key Laboratory of Food & Medicine Homology and 
Metabolic Disease Prevention, Qiqihar Medical University, Qiqihar, China.
(2)College of Medical Technology, Qiqihar Medical University, Qiqihar, China.
(3)School of Nursing, Qiqihar Medical University, Qiqihar, China.
(4)The Third Affiliated Hospital, Qiqihar Medical University, Qiqihar, China.
(5)Heilongjiang Provincial Key Laboratory of Food & Medicine Homology and 
Metabolic Disease Prevention, Qiqihar Medical University, Qiqihar, China. 
haifengjin10@hotmail.com.
(6)Key Discipline of Human Anatomy and Histoembryology, Qiqihar Medical 
University, Qiqihar, China. haifengjin10@hotmail.com.
(7)Heilongjiang Provincial Key Laboratory of Food & Medicine Homology and 
Metabolic Disease Prevention, Qiqihar Medical University, Qiqihar, China. 
linyan_qqhr@163.com.
(#)Contributed equally",Research
[PubMed] hypertension treatment guidelines [44],"BACKGROUND: 20-Hydroxyecdysone (20E), a natural polyhydroxylated steroid found 
in various edible plants, exhibits diverse pharmacological effects. Pulmonary 
arterial hypertension (PAH) remains challenging to treat owing to its 
multifactorial pathogenesis. Although recent advances, including US Food and 
Drug Administration (FDA)-approved therapies such as sotatercept, have improved 
outcomes, no curative treatment is currently available. This study aims to 
investigate the preventive and therapeutic effects of 20E on PAH and elucidate 
its underlying molecular mechanisms.
METHODS: A monocrotaline-induced PAH rat model was utilized to evaluate the 
efficacy of 20E. The Mas receptor antagonist A779 and agonist AVE0991 were used 
to investigate the role of Mas in PAH progression and 20E-mediated prevention. 
Molecular docking and pull-down assays were conducted to confirm the interaction 
between 20E and the Mas receptor. In vitro, the effects of 20E on Ang II-induced 
proliferation and migration of human pulmonary arterial smooth muscle cells 
(HPASMCs) were assessed. The PI3K-Akt signaling pathway was analyzed by western 
blot.
RESULTS: 20E prevented PAH at 30 mg/kg and 90 mg/kg, while 90 mg/kg rescued 
preexisting PAH. The protective effects of 20E were attenuated by A779. 20E 
upregulated Mas receptor expression and directly bound to it. In vitro, 20E 
inhibited Ang II-induced HPASMC proliferation and migration. It also 
downregulated p-PI3K, p-Akt, and p-mTOR while restoring P27 and P21 expression. 
Furthermore, knockdown of the Mas in HPASMCs abolished the effects of 20E on 
these processes.
CONCLUSIONS: 20E inhibits PASMC proliferation and migration through 
Mas-dependent mechanisms and modulation of downstream PI3K-Akt signaling, 
thereby effectively preventing and rescuing PAH. It may be a promising 
pharmacological candidate for PAH treatment.",Research
[PubMed] hypertension treatment guidelines [45],"Conflict of interest statement: Declarations. Ethics approval and consent to 
participate: All animal experiments were conducted in accordance with the 
National Institutes of Health Guide for the Care and Use of Laboratory Animals. 
Experimental protocols were reviewed and approved by the Animal Care and Use 
Committee of Qiqihar Medical University (Approval No. QMU-AECC-2023–38; Date: 6 
March 2023). The Local Ethics Committee operates in compliance with the 
International Council for Laboratory Animal Science (ICLAS) guidelines (approved 
by the ICLAS Governing Board on 6 June 2013). Consent for publication: Not 
applicable. Competing interests: The authors declare no competing interests.",Research
[PubMed] diabetes mellitus management [1],"Causal Mediation Pathways in Continuous Postprandial Glucose Monitoring for Type 
1 Diabetes Patients.",Research
[PubMed] diabetes mellitus management [2],"Managing postprandial glucose in Type 1 Diabetes Mellitus (T1DM) requires 
understanding how carbohydrate intake affects glucose through both direct 
pathways and insulin-mediated compensation. 1,2 Standard analyses often treat 
insulin as a confounder rather than a mediator, obscuring the distinct roles of 
these two causal channels and hiding clinically important heterogeneity in how 
different patients respond to carbohydrate intake. Using meal-centered 
continuous glucose monitoring windows from twelve adults in the OhioT1DM 2018 
and 2020 cohorts, 3,4 we apply the causal mediation framework of Imai et al. 5 
to decompose the total effect of carbohydrate intake on glucose change into the 
Average Causal Mediation Effect (ACME, the indirect effect operating through 
insulin), the Average Direct Effect (ADE, the effect not mediated by insulin), 
and the Average Total Effect (ATE). 6 We estimate these quantities by meal type 
over a 3.5-hour post-meal horizon and across outcome quantiles to characterize 
heterogeneity in glucose control mechanisms that population-average methods fail 
to detect. 7,8 To adjust for confounding by longitudinal pre-meal physiological 
trajectories, we introduce a Causally-constrained Linear Autoencoder (CLAE) that 
learns low-dimensional pre-treatment representations satisfying the conditional 
independence assumptions required for valid mediation. 9-11 Results reveal 
clinically meaningful heterogeneity in response to carbohydrate and bolus 
insulin intake across meal types and across the conditional glucose response 
distribution. At dinner, the direct glycemic effect substantially exceeds the 
insulin-mediated response, producing persistent total effects of 10-14 mg/dL for 
a +30 g carbohydrate increase that indicates systematic under-compensation by 
evening boluses. Breakfast, in contrast, exhibits large but nearly canceling 
direct and mediated effects, while lunch and snack show negligible mediation 
structures. Quantile-specifi",Research
[PubMed] diabetes mellitus management [3],"The influence of fear of hypoglycemia and frailty on self-efficacy in diabetes 
management among older adults with type 2 diabetes: a cross-sectional study.",Research
[PubMed] diabetes mellitus management [4],"Amin SM(1)(2)(3), Abdallah HMM(4), Zoromba MA(5)(6), Ghayth EI(7), Alkubati 
SA(8), Alqarawi N(1)(2), Atta MHR(9)(10), Alasqah I(1)(2)(11), AbouZeid NAA(12), 
Farghaly Abdelaliem SM(13)(14), Ruksakulpiwat S(15).",Research
[PubMed] diabetes mellitus management [5],"Author information:
(1)Department of Community, Psychiatric, and Mental Health Nursing, College of 
Nursing, Qassim University, Buraydah, Saudi Arabia.
(2)Nursing Services Department, Qassim University Medical City, Buraydah, Saudi 
Arabia.
(3)Community Health Nursing Department, Faculty of Nursing, Damanhour 
University, Damanhour, Egypt.
(4)College of Nursing, Jouf University, Sakaka, Saudi Arabia.
(5)Nursing Department, College of Nursing, Prince Sattam Bin Abdulaziz 
University, Al-Kharj, Saudi Arabia.
(6)Psychiatric and Mental Health Nursing, Faculty of Nursing, Mansoura 
University, Mansoura, Egypt.
(7)Geriatric Nursing Department, Faculty of Nursing, Sohag University, Sohag, 
Egypt.
(8)Department of Medical-Surgical Nursing, College of Nursing, University of 
Ha'il, Ha'il, Saudi Arabia.
(9)Nursing Department, College of Applied Medical Sciences, Prince Sattam Bin 
Abdulaziz University, Wadi Ad-Dawasir, Saudi Arabia.
(10)Psychiatric and Mental Health Nursing Department, Faculty of Nursing, 
Alexandria University, Alexandria, Egypt.
(11)School of Health, University of New England, Armidale, NSW, Australia.
(12)Department of Medical and Surgical Nursing, College of Nursing, Princess 
Nourah bint Abdulrahman University, Riyadh, Saudi Arabia.
(13)Department of Nursing, Faculty of Allied Health Sciences, Kuwait University, 
Kuwait City, Kuwait.
(14)Department of Nursing Administration, Faculty of Nursing, Alexandria 
University, Alexandria, Egypt.
(15)Department of Medical Nursing, Faculty of Nursing, Mahidol University, 
Bangkok, Thailand.",Research
